Index	Word	Cluster
7786	rounded	3
7787	morphology	3
7788	dalek	4
7789	blades	3
7790	krak	2
7791	abolition	1
7792	conferences	3
7793	calculating	4
7794	bacterial	4
7795	cantonese	4
7796	mutually	1
7797	proving	3
7798	replication	4
7799	balkans	4
7800	rightarrow	3
7801	pedro	2
7802	thames	2
7803	aphrodite	1
7804	commanders	4
7805	beloved	0
7806	winston	2
7807	privy	0
7808	secretly	0
7809	holmes	0
7810	crushed	2
7811	orchestral	0
7812	goths	3
7813	colin	0
7814	col	2
7815	bantu	1
7816	supporter	3
7817	fifa	3
7818	fortran	2
7819	castro	2
7820	playstation	3
7821	kids	3
7822	piercing	4
7823	ratios	2
7824	hellenistic	1
7825	formulas	3
7826	continually	4
7827	exercises	4
7828	myanmar	4
7829	staged	1
7830	clapton	4
7831	zoo	3
7832	conviction	4
7833	defeating	0
7834	pioneers	4
7835	persistent	4
7836	baldwin	2
7837	missed	4
7838	spherical	3
7839	tenure	1
7840	accepts	3
7841	mps	0
7842	subjected	1
7843	biafra	4
7844	bloc	3
7845	simplicity	4
7846	trio	3
7847	elves	4
7848	manitoba	0
7849	enabling	4
7850	georgian	1
7851	danny	2
7852	granite	3
7853	transported	3
7854	kart	3
7855	handful	4
7856	norton	2
7857	sterling	2
7858	curtis	1
7859	surveillance	0
7860	aggression	1
7861	divides	0
7862	marc	2
7863	lds	2
7864	lineage	0
7865	lots	0
7866	emotions	2
7867	withdraw	3
7868	fermentation	0
7869	yeltsin	0
7870	promising	1
7871	viewpoint	3
7872	beowulf	0
7873	factories	1
7874	isotope	2
7875	stems	1
7876	riel	4
7877	queensland	2
7878	elijah	2
7879	greg	2
7880	performer	3
7881	sculptor	3
7882	observatory	3
7883	render	1
7884	wherein	4
7885	reviewed	4
7886	rigid	2
7887	yourself	0
7888	inference	4
7889	employee	0
7890	lindy	1
7891	humanitarian	0
7892	witnessed	0
7893	berry	0
7894	elf	3
7895	depicts	4
7896	catalyst	4
7897	regimes	4
7898	aliens	4
7899	rhetoric	3
7900	grenada	2
7901	ham	0
7902	desirable	1
7903	basil	1
7904	elector	0
7905	anton	3
7906	ahmed	1
7907	databases	2
7908	naples	2
7909	glasgow	2
7910	transitional	4
7911	prestige	4
7912	injection	3
7913	omitted	3
7914	coefficient	0
7915	birthplace	2
7916	praised	2
7917	emerge	4
7918	organize	0
7919	ceremonies	3
7920	contradiction	3
7921	genera	3
7922	baptized	1
7923	burnt	3
7924	monuments	0
7925	encoded	4
7926	tissues	4
7927	extraction	4
7928	sheets	1
7929	spectacular	0
7930	buying	1
7931	yugoslav	3
7932	refuse	1
7933	interpreter	1
7934	truman	3
7935	translates	1
7936	depiction	4
7937	ecumenical	0
7938	browsers	4
7939	hindus	2
7940	warhol	3
7941	wonderful	2
7942	incest	1
7943	garbage	3
7944	bo	4
7945	patch	0
7946	consoles	0
7947	socialists	4
7948	chat	1
7949	predictions	4
7950	exploring	4
7951	associative	0
7952	intersection	0
7953	resumed	4
7954	relate	3
7955	smart	2
7956	dealer	2
7957	guaranteed	4
7958	genetically	4
7959	tr	3
7960	maybe	0
7961	mach	2
7962	surprisingly	3
7963	humanist	2
7964	realize	3
7965	cloning	4
7966	brands	2
7967	altar	2
7968	loses	2
7969	patrol	4
7970	astronaut	0
7971	aw	2
7972	intentionally	3
7973	ambrose	3
7974	pinochet	2
7975	nevada	1
7976	ir	3
7977	kiss	2
7978	salts	4
7979	rabbis	0
7980	investigate	3
7981	reluctant	3
7982	daredevil	4
7983	immigrant	3
7984	bath	1
7985	jets	2
7986	employs	3
7987	urged	3
7988	shallow	0
7989	lois	2
7990	caffeine	3
7991	sailed	0
7992	javascript	1
7993	pearson	3
7994	reliability	4
7995	crusades	1
7996	laden	4
7997	offset	4
7998	hispanic	4
7999	developmental	0
8000	boroughs	3
8001	instituted	0
8002	paramount	2
8003	achieving	3
8004	lego	3
8005	manipulation	0
8006	lacks	4
8007	joel	0
8008	karaoke	1
8009	rk	0
8010	infinitive	3
8011	abba	0
8012	bent	1
8013	blocked	2
8014	noir	0
8015	mills	1
8016	atp	3
8017	volcano	2
8018	invaders	4
8019	bi	0
8020	arbor	2
8021	mann	2
8022	likelihood	4
8023	unrest	0
8024	melting	0
8025	latex	3
8026	sq	1
8027	hanging	3
8028	liechtenstein	4
8029	cameras	3
8030	suppression	3
8031	discs	2
8032	bassist	0
8033	somehow	1
8034	perry	1
8035	farther	2
8036	discharge	4
8037	civic	4
8038	overlap	4
8039	collector	4
8040	nationals	0
8041	craig	2
8042	kai	4
8043	mysteries	0
8044	reef	2
8045	explorers	2
8046	shaft	0
8047	lesotho	3
8048	noticed	3
8049	cl	2
8050	aclu	3
8051	accord	1
8052	develops	3
8053	lt	2
8054	faroese	1
8055	asteroids	0
8056	predecessors	4
8057	fungi	1
8058	dorothy	3
8059	glaciers	4
8060	cartridges	3
8061	bag	0
8062	betting	3
8063	athena	3
8064	orthography	3
8065	extremes	0
8066	fraser	2
8067	gauss	4
8068	battleship	0
8069	recalled	2
8070	insect	4
8071	bt	4
8072	gnosticism	1
8073	authorship	1
8074	makeup	1
8075	fix	2
8076	mercy	2
8077	ahmad	2
8078	ballot	3
8079	toy	1
8080	threatening	0
8081	outline	0
8082	hatred	1
8083	oct	3
8084	nearest	0
8085	filters	0
8086	yeast	1
8087	hotels	4
8088	discontinued	4
8089	cathode	4
8090	slogan	3
8091	receivers	3
8092	countryside	4
8093	hayek	2
8094	font	4
8095	richmond	3
8096	carson	2
8097	maldives	3
8098	paradigm	1
8099	isomorphism	0
8100	commented	1
8101	tracking	4
8102	demanding	1
8103	batteries	3
8104	recipients	3
8105	diminished	0
8106	fao	2
8107	methodology	4
8108	answered	3
8109	intake	4
8110	neighborhoods	0
8111	sandy	1
8112	marines	3
8113	evolve	4
8114	damages	0
8115	crowley	1
8116	ajax	2
8117	guests	4
8118	sits	3
8119	observing	2
8120	applicable	0
8121	cowboy	1
8122	reinforced	0
8123	potassium	4
8124	extracted	3
8125	erasmus	0
8126	locomotive	4
8127	wartime	0
8128	bats	1
8129	neutron	3
8130	tough	4
8131	anthropologists	0
8132	governance	1
8133	teutonic	4
8134	aerospace	1
8135	gunpowder	4
8136	potatoes	2
8137	gwh	1
8138	progression	0
8139	buttons	4
8140	turner	1
8141	ozone	4
8142	engagement	4
8143	worm	1
8144	pub	0
8145	triggered	1
8146	pl	3
8147	underwent	1
8148	lisa	1
8149	pirate	4
8150	uncertainty	3
8151	culturally	3
8152	disastrous	0
8153	flee	4
8154	beats	1
8155	popper	2
8156	kane	2
8157	celts	2
8158	napoleonic	1
8159	stressed	3
8160	chaplin	2
8161	organizing	0
8162	timothy	2
8163	gda	1
8164	editorial	2
8165	broadcasts	3
8166	sailors	3
8167	divinity	2
8168	attained	3
8169	anticipated	2
8170	boost	1
8171	ultra	0
8172	parameter	0
8173	dolphin	1
8174	rapper	4
8175	loans	1
8176	threw	4
8177	exploited	2
8178	goddesses	0
8179	backward	2
8180	synonymous	3
8181	dominica	0
8182	oakland	0
8183	helmet	1
8184	beaches	0
8185	accompanying	0
8186	visions	2
8187	goat	2
8188	heroic	3
8189	missionaries	3
8190	astronauts	3
8191	basel	4
8192	suburban	0
8193	cc	1
8194	mongols	0
8195	rico	0
8196	physicians	0
8197	purity	4
8198	debian	4
8199	bilateral	4
8200	presenting	2
8201	reconciliation	4
8202	indus	0
8203	capitals	3
8204	todd	2
8205	bees	4
8206	encounters	4
8207	subsidiary	3
8208	tremendous	4
8209	complement	2
8210	emma	2
8211	babe	2
8212	sue	1
8213	consul	2
8214	journalists	1
8215	neolithic	1
8216	ballet	1
8217	pushing	0
8218	ants	3
8219	rape	1
8220	blair	0
8221	nuclei	1
8222	dia	4
8223	biodiversity	0
8224	phantom	4
8225	aging	0
8226	serbs	1
8227	ye	2
8228	couldn	2
8229	verde	0
8230	swift	1
8231	peasant	1
8232	manx	1
8233	vegetable	4
8234	raids	3
8235	veteran	2
8236	borges	3
8237	fried	2
8238	constants	4
8239	caligula	1
8240	herald	0
8241	clocks	4
8242	cohen	2
8243	biographies	0
8244	dirty	3
8245	percussion	3
8246	weekend	2
8247	declining	0
8248	oceans	4
8249	nashville	0
8250	wilderness	3
8251	felix	2
8252	fears	4
8253	wrestler	0
8254	safely	4
8255	phillips	2
8256	kirby	4
8257	denounced	1
8258	constellations	4
8259	ladies	3
8260	mythical	3
8261	singh	2
8262	ibid	1
8263	tract	2
8264	resemblance	4
8265	impose	0
8266	theorems	4
8267	euclid	1
8268	em	2
8269	bronx	0
8270	spots	0
8271	posted	2
8272	persians	2
8273	jo	1
8274	simpson	2
8275	prominently	3
8276	stomach	3
8277	sean	2
8278	hanover	3
8279	freeman	2
8280	pioneered	0
8281	dx	2
8282	chrysler	4
8283	fritz	3
8284	trap	0
8285	hormones	2
8286	monkey	2
8287	routine	3
8288	fault	2
8289	atta	2
8290	eighty	3
8291	adrian	1
8292	arrives	1
8293	batter	3
8294	laura	2
8295	illusion	4
8296	ezra	2
8297	surnames	2
8298	catalonia	1
8299	frost	0
8300	chopin	1
8301	jumps	2
8302	robots	1
8303	cayman	2
8304	void	1
8305	metadata	4
8306	monastic	3
8307	dayton	2
8308	assignment	4
8309	abdul	1
8310	jointly	0
8311	vendors	4
8312	favoured	2
8313	gather	4
8314	terrible	3
8315	mutation	4
8316	storms	4
8317	burst	0
8318	beginnings	3
8319	transmit	4
8320	hd	3
8321	corrupt	4
8322	coke	3
8323	impressed	2
8324	spell	3
8325	nickel	4
8326	militant	0
8327	resign	0
8328	proton	2
8329	knives	1
8330	glenn	3
8331	billboard	2
8332	storyline	1
8333	mahjong	2
8334	francesco	1
8335	juice	3
8336	illegitimate	2
8337	disasters	4
8338	nuremberg	1
8339	parallels	4
8340	surplus	1
8341	lamp	3
8342	duo	2
8343	ml	1
8344	preserving	0
8345	automobiles	1
8346	ryan	3
8347	incompatible	4
8348	memorable	3
8349	creators	1
8350	cruiser	3
8351	converting	0
8352	intelsat	3
8353	materialism	4
8354	cyrillic	4
8355	feb	4
8356	eucharist	2
8357	inventory	2
8358	translate	3
8359	variously	0
8360	tanakh	4
8361	currencies	3
8362	jose	1
8363	delegates	4
8364	desk	1
8365	pseudonym	2
8366	gui	3
8367	delphi	4
8368	petition	3
8369	fundamentally	1
8370	exceptional	4
8371	servants	3
8372	dental	4
8373	breeds	4
8374	alternating	3
8375	ivoire	2
8376	cartesian	2
8377	conclude	4
8378	culminating	0
8379	extraterrestrial	0
8380	gin	1
8381	lotus	3
8382	precious	3
8383	sacrament	2
8384	wrestling	0
8385	satire	2
8386	universidad	2
8387	thou	2
8388	routledge	2
8389	arbitration	2
8390	cookie	3
8391	curse	0
8392	algebras	1
8393	accidentally	2
8394	perl	4
8395	regulatory	3
8396	contacts	2
8397	foreigners	4
8398	secrets	0
8399	frisian	1
8400	embraced	4
8401	cyberpunk	4
8402	additions	2
8403	pseudo	0
8404	nordic	0
8405	lm	3
8406	sauce	3
8407	wolfgang	1
8408	sharply	4
8409	drafted	0
8410	exchanged	2
8411	propulsion	1
8412	fc	2
8413	hypothetical	4
8414	distinctions	1
8415	libyan	4
8416	ak	1
8417	coil	0
8418	coordination	0
8419	damaging	3
8420	sinai	1
8421	appoint	4
8422	devastating	4
8423	quit	4
8424	hipparchus	3
8425	hercules	3
8426	disagreement	4
8427	fellowship	1
8428	hale	0
8429	problematic	1
8430	outright	3
8431	accords	0
8432	freud	4
8433	decides	2
8434	ti	1
8435	photographer	4
8436	exposition	2
8437	treasure	0
8438	weights	0
8439	dom	2
8440	barnabas	1
8441	casting	4
8442	bolshevik	1
8443	instability	1
8444	mayo	1
8445	listening	0
8446	imagine	3
8447	nomadic	2
8448	ensemble	1
8449	reproduce	3
8450	moroccan	3
8451	magnesium	3
8452	blank	3
8453	pixel	4
8454	sketches	0
8455	calendars	4
8456	stretch	4
8457	destroyer	4
8458	restrict	4
8459	simulation	2
8460	trivial	1
8461	wagner	4
8462	prediction	4
8463	lynx	4
8464	personalities	1
8465	interestingly	1
8466	peculiar	4
8467	presumed	0
8468	reproductive	3
8469	lifted	2
8470	protestantism	3
8471	recipes	4
8472	elliptic	4
8473	texture	1
8474	defunct	4
8475	cyril	2
8476	identifies	2
8477	gb	2
8478	bonaparte	1
8479	drunk	1
8480	flies	1
8481	hospitals	4
8482	promises	2
8483	sentiment	4
8484	sensitivity	0
8485	artemis	2
8486	mighty	1
8487	roma	1
8488	rob	1
8489	memphis	1
8490	mozilla	3
8491	favorable	1
8492	accidents	0
8493	mythos	4
8494	cryptanalysis	3
8495	approaching	2
8496	alt	0
8497	protagonist	0
8498	ribbentrop	1
8499	cliff	3
8500	lim	3
8501	irrational	4
8502	enron	1
8503	react	4
8504	offshore	4
8505	celebrities	3
8506	mothers	0
8507	certified	2
8508	biographical	1
8509	afford	4
8510	burke	2
8511	exploit	1
8512	ant	4
8513	fisher	2
8514	retaining	0
8515	reward	4
8516	superiority	4
8517	josephus	1
8518	commentaries	3
8519	della	2
8520	kasparov	4
8521	trips	1
8522	unto	3
8523	artwork	3
8524	constituted	2
8525	flooding	4
8526	helicopter	2
8527	subordinate	4
8528	finishing	2
8529	palmer	1
8530	apocalypse	2
8531	accommodate	3
8532	yoga	0
8533	encouraging	4
8534	terminals	1
8535	spectroscopy	3
8536	incarnation	2
8537	bios	4
8538	xiii	3
8539	epoch	4
8540	holders	2
8541	rousseau	2
8542	mughal	4
8543	saxons	4
8544	asserts	4
8545	hymn	1
8546	catalogue	1
8547	weaker	0
8548	klein	0
8549	reliance	1
8550	afternoon	1
8551	innings	3
8552	privacy	4
8553	humanism	1
8554	subsets	2
8555	psychiatric	4
8556	symbolism	2
8557	hormone	3
8558	bene	3
8559	diabetes	4
8560	barrels	2
8561	batting	0
8562	engaging	3
8563	boris	4
8564	spike	4
8565	nobody	1
8566	authoritative	3
8567	activated	1
8568	porter	2
8569	sleeping	3
8570	letterman	2
8571	zeppelin	3
8572	concorde	2
8573	announcement	4
8574	miracle	4
8575	email	2
8576	installation	3
8577	declaring	2
8578	firearm	0
8579	midway	2
8580	strauss	1
8581	readings	0
8582	mauritania	1
8583	coaches	2
8584	nominee	2
8585	celebrations	1
8586	sealed	2
8587	sc	2
8588	graves	1
8589	presently	3
8590	ceded	0
8591	afrikaans	4
8592	struggles	4
8593	prestigious	0
8594	inadequate	3
8595	shirt	3
8596	translator	3
8597	opium	2
8598	fl	1
8599	transaction	2
8600	mcgill	1
8601	monitoring	1
8602	blast	0
8603	unusually	4
8604	reds	3
8605	investments	2
8606	rumors	1
8607	abundance	4
8608	burkina	2
8609	costello	2
8610	jaguar	0
8611	brutal	2
8612	sworn	2
8613	gameplay	4
8614	athenian	0
8615	lenses	3
8616	marched	2
8617	printers	0
8618	sagan	1
8619	mirrors	0
8620	informally	4
8621	pdp	1
8622	monasteries	0
8623	ulrich	0
8624	underworld	1
8625	bee	1
8626	deployment	1
8627	inherently	4
8628	canton	3
8629	troll	0
8630	poisoning	4
8631	jeffrey	2
8632	conceptual	2
8633	pale	3
8634	gsm	1
8635	tat	0
8636	exeter	3
8637	portrayal	4
8638	sensory	4
8639	switches	0
8640	filmography	3
8641	consolidated	4
8642	philosophies	4
8643	caucasus	1
8644	walks	1
8645	anthology	3
8646	counsel	0
8647	gardner	4
8648	druze	1
8649	conducting	4
8650	investigated	4
8651	arising	3
8652	dropping	4
8653	tomorrow	4
8654	jackie	1
8655	spheres	0
8656	luxury	1
8657	auckland	1
8658	transformations	4
8659	numeral	4
8660	raf	1
8661	ansi	2
8662	bigfoot	0
8663	curling	2
8664	harvest	4
8665	loving	2
8666	raiders	0
8667	contra	2
8668	firmly	3
8669	stockholm	1
8670	pretty	3
8671	guilt	3
8672	prescribed	3
8673	rabbinic	1
8674	rejects	0
8675	casual	4
8676	maimonides	0
8677	sensation	1
8678	hamster	0
8679	trojan	2
8680	freeway	2
8681	ionic	4
8682	justin	1
8683	indianapolis	1
8684	fabric	2
8685	emacs	4
8686	kitchen	0
8687	upset	3
8688	conditioning	3
8689	fy	1
8690	internally	0
8691	arriving	4
8692	nicene	2
8693	constituencies	3
8694	rs	1
8695	liturgy	1
8696	mediation	0
8697	occupying	1
8698	deconstruction	0
8699	confirm	2
8700	prolonged	0
8701	gettysburg	1
8702	ku	1
8703	denis	2
8704	modules	0
8705	villain	1
8706	uniforms	0
8707	freemasonry	4
8708	resisted	2
8709	edit	2
8710	barriers	2
8711	rookie	0
8712	bike	0
8713	akin	4
8714	arid	4
8715	rhythmic	1
8716	enhance	1
8717	guild	0
8718	whites	1
8719	inaugurated	3
8720	appreciation	3
8721	chloride	1
8722	surprising	4
8723	perspectives	4
8724	deforestation	4
8725	afro	1
8726	racism	0
8727	deng	4
8728	bavarian	0
8729	fauna	4
8730	conquer	1
8731	coefficients	1
8732	spare	3
8733	illicit	0
8734	sebastian	3
8735	willie	3
8736	labelled	1
8737	centauri	4
8738	expresses	2
8739	qualify	4
8740	individually	4
8741	icc	0
8742	recreation	3
8743	etruscan	0
8744	resembling	2
8745	samoa	3
8746	mortal	4
8747	seminary	0
8748	sunset	1
8749	reactive	4
8750	benzene	1
8751	schr	3
8752	unprecedented	0
8753	pigs	3
8754	persuaded	4
8755	exhibited	0
8756	po	4
8757	incorrectly	1
8758	herodotus	3
8759	doses	4
8760	plots	4
8761	esther	1
8762	migrated	3
8763	enables	4
8764	tones	0
8765	antoine	2
8766	cider	0
8767	displacement	4
8768	inventors	1
8769	hades	1
8770	reprint	0
8771	possesses	1
8772	collectors	3
8773	jail	4
8774	reactor	3
8775	decorated	2
8776	loading	4
8777	flexibility	1
8778	unfinished	3
8779	aloe	2
8780	rests	4
8781	radios	3
8782	captivity	4
8783	turkic	1
8784	saddam	3
8785	unexpected	2
8786	sampling	0
8787	viable	2
8788	hebrews	1
8789	wizard	0
8790	premise	0
8791	steep	3
8792	prelude	4
8793	dragons	4
8794	strand	1
8795	immortal	4
8796	embrace	0
8797	abandon	0
8798	superhero	1
8799	auschwitz	2
8800	comparisons	4
8801	afonso	2
8802	assertion	4
8803	banach	1
8804	victorious	1
8805	mentally	0
8806	mandelbrot	2
8807	synonym	1
8808	curriculum	4
8809	teaches	2
8810	mathbb	1
8811	encyclop	1
8812	decreasing	4
8813	hastings	1
8814	advancing	4
8815	dale	2
8816	ulster	2
8817	inevitable	4
8818	placement	0
8819	characterised	2
8820	punished	3
8821	substitution	3
8822	suspect	3
8823	hypoglycemia	3
8824	liberties	2
8825	freezing	2
8826	laying	4
8827	rahman	3
8828	scrooge	2
8829	dipole	4
8830	clerk	2
8831	suburb	0
8832	suits	4
8833	speculative	4
8834	matching	1
8835	semantics	0
8836	designing	4
8837	distortion	4
8838	grande	2
8839	hbo	1
8840	reynolds	2
8841	commandments	0
8842	owns	1
8843	sartre	3
8844	cgi	0
8845	jam	0
8846	competitor	4
8847	behaviors	4
8848	gel	3
8849	diocese	4
8850	academics	3
8851	advisor	2
8852	bismarck	2
8853	destiny	4
8854	josef	0
8855	carlo	3
8856	embryo	0
8857	mint	3
8858	halt	0
8859	lasers	2
8860	upcoming	0
8861	usaf	2
8862	simultaneous	1
8863	optics	1
8864	skeptical	3
8865	intentions	1
8866	refusal	1
8867	withdrawn	0
8868	bolsheviks	4
8869	espionage	4
8870	coded	3
8871	quixote	1
8872	pointer	0
8873	flora	1
8874	neutrality	1
8875	tu	3
8876	inequality	0
8877	richardson	4
8878	separating	4
8879	remarkably	3
8880	wouldn	3
8881	wool	1
8882	hadith	4
8883	penalties	4
8884	insufficient	2
8885	webster	0
8886	deadly	4
8887	poster	1
8888	critically	0
8889	biologists	3
8890	submit	3
8891	tightly	4
8892	prefixes	0
8893	algol	0
8894	greenwich	2
8895	tel	1
8896	uniquely	4
8897	statues	2
8898	onset	0
8899	unchanged	0
8900	con	2
8901	atm	1
8902	essex	1
8903	exceed	2
8904	respects	1
8905	fredericton	2
8906	prevailing	0
8907	interrupted	4
8908	reconstructed	1
8909	coasts	0
8910	hussein	0
8911	fundamentalist	2
8912	beavis	0
8913	saharan	3
8914	comoros	0
8915	spawned	3
8916	bicycles	1
8917	distinguishing	3
8918	kyrgyzstan	4
8919	niger	1
8920	voiceless	0
8921	mohammed	2
8922	designations	4
8923	synod	3
8924	eliminating	3
8925	populous	1
8926	dangers	4
8927	canals	4
8928	risc	2
8929	checking	4
8930	su	2
8931	overhead	1
8932	mcduck	2
8933	descartes	2
8934	preliminary	4
8935	puzzle	4
8936	psychologists	3
8937	quotations	1
8938	hook	4
8939	maya	3
8940	blake	2
8941	viewer	3
8942	invasions	1
8943	polk	4
8944	capacitor	2
8945	capoeira	2
8946	colts	1
8947	confusing	4
8948	kidney	1
8949	orwell	0
8950	enthusiasts	2
8951	ki	3
8952	intellectuals	0
8953	kissinger	3
8954	chances	0
8955	mistaken	3
8956	enclosed	4
8957	departed	2
8958	alloys	3
8959	bisexual	1
8960	bradley	1
8961	levy	2
8962	ivy	0
8963	supervision	2
8964	bremen	2
8965	reasonably	1
8966	negotiate	1
8967	portland	4
8968	dependency	0
8969	stretched	3
8970	fights	2
8971	noticeable	4
8972	expulsion	4
8973	horns	4
8974	postwar	2
8975	insert	1
8976	px	2
8977	seventeen	0
8978	spam	1
8979	objections	1
8980	apache	1
8981	aragon	1
8982	abstraction	3
8983	shooter	0
8984	surprised	3
8985	disabled	1
8986	crosby	1
8987	earn	2
8988	routing	3
8989	modernism	1
8990	piston	4
8991	sonata	0
8992	grammy	0
8993	legitimacy	2
8994	nl	1
8995	counterpoint	3
8996	doubled	3
8997	immunity	0
8998	watt	2
8999	ida	2
9000	peacekeeping	1
9001	busy	1
9002	unnecessary	1
9003	behave	4
9004	clockwise	1
9005	fractal	2
9006	johnston	2
9007	semantic	4
9008	crimson	4
9009	textiles	0
9010	somerset	0
9011	cdu	3
9012	inning	3
9013	baba	0
9014	ching	2
9015	imperfect	3
9016	allocated	3
9017	rn	0
9018	pine	3
9019	encompasses	4
9020	contrasted	2
9021	confirmation	4
9022	huxley	3
9023	hesse	0
9024	copyleft	2
9025	reigned	3
9026	projected	3
9027	privilege	1
9028	researcher	0
9029	funny	4
9030	acre	4
9031	thread	0
9032	jules	0
9033	conservatism	3
9034	enjoys	0
9035	berg	0
9036	glacial	4
9037	buddy	1
9038	murphy	2
9039	ido	4
9040	worthy	3
9041	bulletin	3
9042	confucius	0
9043	tunes	2
9044	troubles	0
9045	pressing	3
9046	brave	4
9047	excel	3
9048	myself	1
9049	companions	4
9050	helena	0
9051	simpsons	1
9052	hz	0
9053	pursuing	3
9054	faso	1
9055	peripheral	3
9056	ddt	3
9057	illustrations	2
9058	vermont	2
9059	tricks	4
9060	genealogy	2
9061	behavioral	1
9062	conscience	3
9063	confession	2
9064	landlocked	4
9065	slopes	3
9066	allocation	4
9067	stretching	4
9068	emancipation	2
9069	martha	2
9070	misleading	3
9071	indicator	3
9072	metaphysical	2
9073	ensuing	1
9074	disagree	4
9075	protons	0
9076	novelists	1
9077	diagrams	2
9078	tibetan	2
9079	coleman	0
9080	questionable	1
9081	echo	2
9082	tuberculosis	0
9083	concludes	1
9084	bermuda	3
9085	implementing	1
9086	glossary	0
9087	pakistani	1
9088	gt	3
9089	inventions	3
9090	recursive	4
9091	mos	0
9092	intact	4
9093	professors	3
9094	drift	4
9095	incorporating	4
9096	dyson	4
9097	disadvantages	4
9098	rectangular	1
9099	isomorphic	4
9100	emblem	0
9101	cds	1
9102	savage	1
9103	commodity	1
9104	villa	3
9105	comparatively	1
9106	drainage	4
9107	pig	4
9108	complications	1
9109	advocacy	2
9110	preferences	1
9111	substrate	3
9112	eurovision	1
9113	truths	4
9114	harpsichord	1
9115	chelsea	3
9116	normandy	1
9117	comfort	4
9118	beers	0
9119	liked	3
9120	stationed	0
9121	satirical	4
9122	santiago	3
9123	manson	0
9124	centralized	0
9125	sued	1
9126	wired	3
9127	humid	4
9128	constitutions	3
9129	acupuncture	1
9130	resonance	0
9131	convince	0
9132	synthesized	0
9133	recommendation	4
9134	pitching	2
9135	darker	1
9136	screens	4
9137	cults	3
9138	deeds	0
9139	televisions	3
9140	flourished	1
9141	tactic	0
9142	tournaments	4
9143	hellenic	2
9144	borne	2
9145	fibonacci	0
9146	advancement	2
9147	dynasties	4
9148	roland	2
9149	pistol	3
9150	famed	0
9151	crazy	3
9152	ori	0
9153	geographically	4
9154	ipcc	2
9155	vols	3
9156	ah	2
9157	proud	2
9158	cocoa	0
9159	khazar	1
9160	charlton	3
9161	abuses	4
9162	foul	0
9163	contracted	3
9164	barbarian	0
9165	colonists	2
9166	miguel	2
9167	api	4
9168	consistency	4
9169	blindness	1
9170	babbage	2
9171	tide	4
9172	denial	0
9173	perpendicular	2
9174	belfast	0
9175	griffith	1
9176	ballad	1
9177	nominally	2
9178	kgb	4
9179	idle	3
9180	talents	2
9181	beirut	3
9182	anal	1
9183	conjecture	4
9184	reminiscent	4
9185	adobe	0
9186	reservoir	3
9187	thoroughly	4
9188	chords	4
9189	melodic	4
9190	ds	3
9191	helpful	3
9192	rainy	3
9193	curious	1
9194	tis	3
9195	failures	4
9196	modeling	4
9197	vedic	4
9198	rex	3
9199	macro	3
9200	parsons	1
9201	organizational	4
9202	styled	3
9203	tunnels	4
9204	energies	4
9205	defects	1
9206	deciding	2
9207	brahms	3
9208	par	1
9209	equinox	4
9210	catalog	1
9211	aboriginal	3
9212	subdivisions	3
9213	apartheid	0
9214	feels	1
9215	sunlight	4
9216	impulse	1
9217	breath	1
9218	originate	2
9219	incorporates	2
9220	hierarchical	4
9221	utilized	3
9222	mel	1
9223	hoping	0
9224	norms	0
9225	mobility	3
9226	qquad	2
9227	occupies	4
9228	trumpet	0
9229	cruz	1
9230	periodically	2
9231	rho	4
9232	inn	1
9233	phillip	2
9234	posthumously	3
9235	aurangzeb	1
9236	andrews	2
9237	cosmological	2
9238	motorcycles	3
9239	curved	4
9240	cox	3
9241	orbitals	4
9242	principality	3
9243	lowered	4
9244	mc	3
9245	exported	3
9246	neighbours	4
9247	drops	4
9248	directing	1
9249	cyclic	2
9250	privatization	4
9251	gotham	1
9252	dynamical	0
9253	ambiguity	1
9254	efficiently	4
9255	subspecies	0
9256	venue	0
9257	aug	0
9258	bodily	4
9259	zen	4
9260	ghosts	3
9261	criterion	3
9262	heading	4
9263	spells	0
9264	proportions	0
9265	mishnah	1
9266	pork	0
9267	clash	4
9268	inexpensive	4
9269	mainz	2
9270	emigrated	3
9271	amendments	1
9272	cruel	1
9273	upgraded	2
9274	lib	3
9275	attachment	2
9276	exploits	4
9277	medication	4
9278	ftp	2
9279	feudalism	2
9280	luftwaffe	3
9281	diablo	0
9282	focal	3
9283	invading	4
9284	epilepsy	4
9285	brewers	1
9286	govern	4
9287	thermodynamics	0
9288	statutes	1
9289	licence	0
9290	fulfilled	3
9291	quartet	0
9292	classify	4
9293	aires	2
9294	upright	0
9295	launching	3
9296	invitation	1
9297	amplitude	0
9298	impacts	0
9299	invade	4
9300	tributaries	0
9301	compliance	4
9302	concentrate	3
9303	qu	2
9304	helix	1
9305	prevalence	0
9306	outward	3
9307	ambient	0
9308	mercenaries	0
9309	pays	4
9310	tips	0
9311	useless	0
9312	nero	2
9313	coherent	0
9314	mo	4
9315	cement	4
9316	chrono	3
9317	expertise	1
9318	publishes	1
9319	lattice	2
9320	accounted	1
9321	predicate	3
9322	lungs	1
9323	slam	0
9324	skiing	2
9325	centred	2
9326	cavity	0
9327	wikisource	1
9328	nash	0
9329	hermes	2
9330	nutrition	4
9331	deaf	2
9332	jamal	4
9333	muscular	4
9334	recommendations	1
9335	deserts	2
9336	sorting	2
9337	schism	3
9338	prefecture	3
9339	practicing	1
9340	absorb	3
9341	assassin	2
9342	guiana	0
9343	demographic	0
9344	convex	3
